frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20,0.6101558804512024,0.3824347257614136,-0.13740020990371704,0.6123051047325134,0.37841859459877014,-0.1436067372560501,0.6133412718772888,0.37941721081733704,-0.14381003379821777,0.6143285632133484,0.3796669542789459,-0.14379830658435822,0.6099022626876831,0.3780249357223511,-0.1424609273672104,0.6094280481338501,0.3771229088306427,-0.14261914789676666,0.6089716553688049,0.3761826753616333,-0.14276307821273804,0.6128618121147156,0.3724542260169983,-0.1419527232646942,0.6098530888557434,0.3777744472026825,-0.1358240395784378,0.6106624007225037,0.3782515227794647,-0.13156747817993164,0.6110576391220093,0.38070839643478394,-0.13076280057430267,0.6201758980751038,0.3814951479434967,-0.1175779476761818,0.6028416156768799,0.3717404007911682,-0.09678266942501068,0.6131609678268433,0.4116831421852112,-0.09810936450958252,0.5814560055732727,0.39852121472358704,-0.0922149121761322,0.6084614396095276,0.4475914239883423,-0.10482858121395111,0.5670528411865234,0.4245067536830902,-0.1357840895652771,0.6075032353401184,0.4537586569786072,-0.11301133036613464,0.56368088722229,0.42664459347724915,-0.15053023397922516,0.6099051237106323,0.4546634256839752,-0.1237110123038292,0.5630862712860107,0.42811664938926697,-0.16059619188308716,0.610153317451477,0.4511449933052063,-0.10851866751909256,0.56526118516922,0.42669522762298584,-0.1416565626859665,0.6076942682266235,0.42989420890808105,-0.006315351463854313,0.5976245403289795,0.42450186610221863,0.006112975999712944,0.6119630932807922,0.4724717140197754,0.08376478403806686,0.5715627670288086,0.4422752559185028,0.09191936999559402,0.608749508857727,0.5127931237220764,0.18242067098617554,0.5644503235816956,0.46768832206726074,0.17801375687122345,0.6080345511436462,0.5080521106719971,0.19068990647792816,0.5650984644889832,0.47637131810188293,0.18593962490558624,0.610643208026886,0.5151414275169373,0.163578063249588,0.5596132874488831,0.4649863541126251,0.15949079394340515
21,0.6093207597732544,0.3678953945636749,-0.21741721034049988,0.6106556057929993,0.3640395402908325,-0.21880164742469788,0.6114839911460876,0.36405009031295776,-0.2189941257238388,0.6122909784317017,0.36386412382125854,-0.2190001904964447,0.6088592410087585,0.3658035695552826,-0.2170591503381729,0.6085520386695862,0.3659226596355438,-0.2172176092863083,0.608235776424408,0.3658945858478546,-0.2173469215631485,0.6128169298171997,0.3670879602432251,-0.19843195378780365,0.6089215874671936,0.3696343004703522,-0.19016528129577637,0.6104118824005127,0.3714991509914398,-0.20614442229270935,0.6093568205833435,0.37215888500213623,-0.20455606281757355,0.6203237771987915,0.3816196918487549,-0.16445988416671753,0.6004459261894226,0.37286415696144104,-0.14158500730991364,0.6170221567153931,0.40583714842796326,-0.1537785679101944,0.5914104580879211,0.3947232961654663,-0.16690810024738312,0.610089123249054,0.4221043586730957,-0.1662374585866928,0.6002092361450195,0.40563371777534485,-0.231560617685318,0.6087024211883545,0.42601415514945984,-0.17679060995578766,0.6017940044403076,0.4081088900566101,-0.25157642364501953,0.6098691821098328,0.42331138253211975,-0.18543100357055664,0.6042775511741638,0.40581178665161133,-0.256257027387619,0.6101688146591187,0.42085781693458557,-0.16903191804885864,0.604258120059967,0.40332043170928955,-0.23578453063964844,0.6113135814666748,0.4278848171234131,-0.008116195909678936,0.5982235074043274,0.4203495979309082,0.0079541290178895,0.6111294031143188,0.471511572599411,-0.017914222553372383,0.5690022706985474,0.441599577665329,-0.02968570590019226,0.6087512373924255,0.5130154490470886,0.054836347699165344,0.5441396236419678,0.4777616858482361,-0.013546502217650414,0.6080508828163147,0.5155133008956909,0.059338998049497604,0.5440014004707336,0.4896826148033142,-0.014218023046851158,0.6108475923538208,0.521407961845398,0.014815696515142918,0.5276393294334412,0.4811590611934662,-0.06821639090776443
22,0.6086490154266357,0.3630259037017822,-0.2357170283794403,0.6100232005119324,0.3616982698440552,-0.23706452548503876,0.6108671426773071,0.36191868782043457,-0.23725539445877075,0.61167311668396,0.36201101541519165,-0.2372564971446991,0.60808926820755,0.3617810010910034,-0.23626740276813507,0.6076325178146362,0.3618788719177246,-0.23641735315322876,0.6071456074714661,0.36191630363464355,-0.23653747141361237,0.612775981426239,0.3649899363517761,-0.21375060081481934,0.6076260209083557,0.3655833303928375,-0.2097475677728653,0.6098114848136902,0.369832307100296,-0.22308653593063354,0.607670247554779,0.36946800351142883,-0.222722589969635,0.620630145072937,0.3818354904651642,-0.17256030440330505,0.6006351709365845,0.3738926947116852,-0.1567874401807785,0.6172898411750793,0.4067712426185608,-0.14994779229164124,0.5959948897361755,0.39354950189590454,-0.172962948679924,0.6108538508415222,0.42834118008613586,-0.15778470039367676,0.6066074967384338,0.40717506408691406,-0.22845277190208435,0.6096706986427307,0.43441152572631836,-0.1672426164150238,0.608605682849884,0.41065138578414917,-0.24819865822792053,0.609684944152832,0.42761820554733276,-0.17849011719226837,0.6112182140350342,0.4084576964378357,-0.25283873081207275,0.6099390387535095,0.42924946546554565,-0.16140694916248322,0.6106966733932495,0.40585193037986755,-0.2324231117963791,0.6114961504936218,0.42883315682411194,-0.008278986439108849,0.6000904440879822,0.42014336585998535,0.008131605572998524,0.6044173836708069,0.46371737122535706,0.006292176898568869,0.564736545085907,0.43278175592422485,-0.021174848079681396,0.6060681939125061,0.5101443529129028,0.09498967975378036,0.5357335805892944,0.4709818363189697,0.007285161875188351,0.6062895655632019,0.5146393775939941,0.10143136978149414,0.5355108380317688,0.4853919744491577,0.008265236392617226,0.6069609522819519,0.5204154253005981,0.06611316651105881,0.5167471170425415,0.4724293649196625,-0.036939848214387894
23,0.6084794402122498,0.36458224058151245,-0.2229015827178955,0.6098905801773071,0.36170676350593567,-0.2219216227531433,0.6107013821601868,0.36184701323509216,-0.2221013605594635,0.6114679574966431,0.3619301915168762,-0.2221035659313202,0.6079930067062378,0.3616297245025635,-0.2218014895915985,0.6075154542922974,0.36159107089042664,-0.22195813059806824,0.6070076823234558,0.3614780306816101,-0.22208429872989655,0.6125681400299072,0.36465582251548767,-0.19367824494838715,0.6072607636451721,0.36455121636390686,-0.19246037304401398,0.609569787979126,0.36945056915283203,-0.20864801108837128,0.6073878407478333,0.3689192235469818,-0.20917172729969025,0.6186389923095703,0.38359251618385315,-0.15101714432239532,0.600117027759552,0.3744334578514099,-0.13810056447982788,0.6170142889022827,0.41610047221183777,-0.11518845707178116,0.5982206463813782,0.3914952576160431,-0.15365293622016907,0.6113494634628296,0.42800796031951904,-0.11061159521341324,0.6066747307777405,0.40234512090682983,-0.1449795365333557,0.6096473336219788,0.4374890625476837,-0.11628638952970505,0.6087852120399475,0.40471524000167847,-0.15788531303405762,0.6104502081871033,0.43361273407936096,-0.12759824097156525,0.609981894493103,0.40236765146255493,-0.16327732801437378,0.6107906699180603,0.4326656460762024,-0.11404987424612045,0.6097221970558167,0.39968422055244446,-0.14800849556922913,0.614353358745575,0.425403356552124,-0.00820575375109911,0.6014352440834045,0.417786568403244,0.00804657582193613,0.6058714985847473,0.4556479752063751,-0.03046097792685032,0.5740021467208862,0.4339524209499359,-0.026552768424153328,0.6062613725662231,0.5077925324440002,0.04618974030017853,0.5462003946304321,0.4768453538417816,0.017426099628210068,0.606356680393219,0.5140558481216431,0.05135556310415268,0.5475614070892334,0.488914430141449,0.01971215382218361,0.6073824763298035,0.5198986530303955,0.0035229776985943317,0.5313023924827576,0.48430898785591125,-0.03267115727066994
