frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
65
66
67
68
69
70
71
72
73
74
75
76
77
78
79
80
81
82
83
84
85
86,0.06460288166999817,0.4617319107055664,0.0011026235297322273,0.06205568090081215,0.45370641350746155,0.00678112031891942,0.06163313612341881,0.45328623056411743,0.00663392199203372,0.06120886281132698,0.45292383432388306,0.006688083056360483,0.061910536140203476,0.4540621042251587,-0.004260213579982519,0.061400894075632095,0.45396095514297485,-0.004428383894264698,0.06084698066115379,0.45386359095573425,-0.004543139133602381,0.056634772568941116,0.454490065574646,0.029409637674689293,0.055537816137075424,0.45507991313934326,-0.020985834300518036,0.06363585591316223,0.46780258417129517,0.011112977750599384,0.06318719685077667,0.46780920028686523,-0.004401244223117828,0.053235072642564774,0.4955593943595886,0.06408016383647919,0.05252698436379433,0.49088847637176514,-0.048981089144945145,0.06610861420631409,0.514879584312439,0.14836564660072327,0.020123060792684555,0.49709558486938477,-0.09545958787202835,0.07572661340236664,0.5171942114830017,0.2078900933265686,0.011177042499184608,0.5343176126480103,-0.13928252458572388,0.07789379358291626,0.5128488540649414,0.22119714319705963,0.005979232490062714,0.54889976978302,-0.15806949138641357,0.07901416718959808,0.5095382928848267,0.2057860940694809,0.009741565212607384,0.5483699440956116,-0.15500502288341522,0.07746660709381104,0.511572003364563,0.20350944995880127,0.011628754436969757,0.544199526309967,-0.13958275318145752,0.017396703362464905,0.5805190801620483,0.03994372487068176,0.025155585259199142,0.5781601667404175,-0.040075916796922684,0.027105577290058136,0.621151864528656,0.1425727754831314,0.05782444402575493,0.5891345143318176,-0.008267493918538094,0.0036464740987867117,0.6655974984169006,0.20023080706596375,0.05287304148077965,0.5976831912994385,0.0888521820306778,-0.001640516216866672,0.6703172326087952,0.20481272041797638,0.051177043467760086,0.599784791469574,0.1003396213054657,0.009718336164951324,0.6869551539421082,0.19940707087516785,0.06516148149967194,0.6012970209121704,0.11527683585882187
87,0.06546366214752197,0.459250271320343,0.0012388668255880475,0.06307266652584076,0.4523222744464874,0.010512086562812328,0.0626923143863678,0.4520604908466339,0.010399200953543186,0.06231944262981415,0.45184245705604553,0.010446774773299694,0.06270412355661392,0.45262977480888367,-0.002873576944693923,0.06207845360040665,0.45267438888549805,-0.00300866668112576,0.0614234060049057,0.4527057707309723,-0.0030828011222183704,0.05754585564136505,0.4542483687400818,0.048882856965065,0.0560084693133831,0.45488178730010986,-0.012613319791853428,0.06428837776184082,0.465943843126297,0.014939120039343834,0.06373975425958633,0.46622011065483093,-0.0032016015611588955,0.05775434523820877,0.49549421668052673,0.08627355843782425,0.05135812982916832,0.48632583022117615,-0.04100678488612175,0.06542348116636276,0.5278980731964111,0.09097006171941757,0.020092589780688286,0.4971393644809723,-0.0699973925948143,0.07790500670671463,0.5158709287643433,0.03232373669743538,0.01199202612042427,0.5323167443275452,-0.0844431072473526,0.08078671246767044,0.5097082257270813,0.02781965397298336,0.006995770148932934,0.543566882610321,-0.09836963564157486,0.08085094392299652,0.5047565698623657,0.018795328214764595,0.010568676516413689,0.544161856174469,-0.09624258428812027,0.0791425034403801,0.5067098736763,0.02723771706223488,0.0127241350710392,0.5412567853927612,-0.08398650586605072,0.02861081063747406,0.5785608887672424,0.04563185200095177,0.03079032152891159,0.5751907825469971,-0.045721814036369324,0.028507940471172333,0.623438835144043,0.08446648716926575,0.06313477456569672,0.5960790514945984,-0.05089525505900383,0.003240912687033415,0.6678415536880493,0.10792957246303558,0.03228822723031044,0.6174358129501343,-0.040927063673734665,-0.002569453092291951,0.6710207462310791,0.10857726633548737,0.026588940992951393,0.617108166217804,-0.039355721324682236,0.008311115205287933,0.6869543790817261,0.09892880916595459,0.02841547690331936,0.6416691541671753,-0.04334598779678345
88,0.06893546134233475,0.45810219645500183,-0.003927268087863922,0.06619875878095627,0.45172417163848877,0.0063240304589271545,0.06580828130245209,0.4514922499656677,0.006225640419870615,0.06548643112182617,0.4512596130371094,0.006277658045291901,0.065790556371212,0.4521297514438629,-0.008578905835747719,0.06507843732833862,0.45222848653793335,-0.008682042360305786,0.06435222923755646,0.4523107707500458,-0.008710724301636219,0.060526832938194275,0.4540470242500305,0.04251537099480629,0.05884044989943504,0.45486515760421753,-0.02091124653816223,0.06793367117643356,0.46488532423973083,0.011011000722646713,0.06739369034767151,0.46517500281333923,-0.00898238830268383,0.061141274869441986,0.4949881136417389,0.07856009900569916,0.05156034231185913,0.48484307527542114,-0.044986676424741745,0.06906479597091675,0.5301902294158936,0.07465715706348419,0.020886680111289024,0.4955143928527832,-0.0658814013004303,0.08082195371389389,0.513090968132019,0.01184222660958767,0.012868663296103477,0.5302265286445618,-0.06342541426420212,0.08338446170091629,0.5046324133872986,0.005684301722794771,0.008231823332607746,0.5403646230697632,-0.07412901520729065,0.08305398374795914,0.5004341006278992,-0.0022506536915898323,0.01169713493436575,0.5414427518844604,-0.07416979223489761,0.08148212730884552,0.5027562379837036,0.00699307955801487,0.013802427798509598,0.5390598177909851,-0.0634007602930069,0.03420865908265114,0.5766915678977966,0.04554162546992302,0.03553707152605057,0.5733674168586731,-0.045626215636730194,0.03145202621817589,0.6240176558494568,0.08431067317724228,0.06830837577581406,0.5969127416610718,-0.05033755302429199,0.003155073383823037,0.6682639718055725,0.10154907405376434,0.03439108282327652,0.6213837265968323,-0.027013197541236877,-0.0028763331938534975,0.6712027192115784,0.10157860815525055,0.027943633496761322,0.6245157122612,-0.024069959297776222,0.00787431187927723,0.6875542998313904,0.08981180191040039,0.033164601773023605,0.6479885578155518,-0.027310360223054886
